"","Stream start time","Stream URL","Stream length","Watch time","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"250","Tuesday 15th December 2020 22:04","https://sullygnome.com/channel/melina/stream/40967282030","235","968905","4123","5235","2132","533","93427","23356","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"251","Monday 14th December 2020 22:15","https://sullygnome.com/channel/melina/stream/40956876750","359","1516057","4223","6588","4622","770","144134","24022","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"252","Saturday 12th December 2020 17:51","https://sullygnome.com/channel/melina/stream/39851875549","413","1082473","2621","3088","1173","173","149972","22218","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"253","Thursday 10th December 2020 21:30","https://sullygnome.com/channel/melina/stream/40903167438","299","1301547","4353","5264","3134","626","124528","24905","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"254","Wednesday 9th December 2020 20:33","https://sullygnome.com/channel/melina/stream/40887029710","446","1840196","4126","5864","3823","509","179332","23910","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"255","Tuesday 8th December 2020 21:23","https://sullygnome.com/channel/melina/stream/40873397806","366","2062776","5636","6981","5844","935","184977","29596","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"256","Monday 7th December 2020 19:09","https://sullygnome.com/channel/melina/stream/40858485342","605","3619110","5982","9633","7065","689","270778","26417","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"257","Sunday 6th December 2020 17:58","https://sullygnome.com/channel/melina/stream/40844578750","226","426914","1889","2518","153","40","64054","17081","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"258","Sunday 6th December 2020 01:14","https://sullygnome.com/channel/melina/stream/40834619838","105","247485","2357","3023","509","290","28704","16402","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"259","Saturday 5th December 2020 18:39","https://sullygnome.com/channel/melina/stream/40829509902","305","1106540","3628","4635","848","161","103246","19665","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"260","Friday 4th December 2020 16:58","https://sullygnome.com/channel/melina/stream/39796638637","181","447975","2475","2763","285","95","63116","21038","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"261","Wednesday 2nd December 2020 20:17","https://sullygnome.com/channel/melina/stream/40786744078","297","1758537","5921","7254","4014","802","153710","30742","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"262","Tuesday 1st December 2020 21:42","https://sullygnome.com/channel/melina/stream/40773372254","602","2226196","3698","6202","4780","490","176891","18142","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Watch Parties|b0e14b17-651c-4275-87f5-1baa0aec6e38|https://static-cdn.jtvnw.net/ttv-boxart/Watch%20Parties-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"263","Tuesday 1st December 2020 07:17","https://sullygnome.com/channel/melina/stream/40765664110","87","224286","2578","2945","762","508","28767","19178","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"264","Tuesday 1st December 2020 04:03","https://sullygnome.com/channel/melina/stream/40763475806","176","341792","1942","2945","591","197","39767","13255","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"265","Monday 30th November 2020 22:35","https://sullygnome.com/channel/melina/stream/39771732845","114","271662","2383","2874","249","124","30752","15376","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"266","Sunday 29th November 2020 20:31","https://sullygnome.com/channel/melina/stream/40179259820","448","1905792","4254","8102","2764","368","167750","22366","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"267","Saturday 28th November 2020 21:26","https://sullygnome.com/channel/melina/stream/40729151102","543","2118243","3901","5865","4205","454","188885","20420","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"268","Saturday 28th November 2020 01:36","https://sullygnome.com/channel/melina/stream/40717205006","203","454923","2241","2531","1026","293","43404","12401","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"269","Friday 27th November 2020 20:52","https://sullygnome.com/channel/melina/stream/40713222382","127","614299","4837","6721","1169","519","52959","23537","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"270","Thursday 26th November 2020 19:34","https://sullygnome.com/channel/melina/stream/40699021838","220","1256200","5710","8261","2404","641","116464","31057","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"271","Wednesday 25th November 2020 21:41","https://sullygnome.com/channel/melina/stream/40685364158","303","1431069","4723","7366","3041","579","115789","22055","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"272","Tuesday 24th November 2020 22:21","https://sullygnome.com/channel/melina/stream/40670826526","323","678300","2100","3082","1379","250","77976","14177","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"273","Monday 23rd November 2020 20:55","https://sullygnome.com/channel/melina/stream/40653384910","274","1426718","5207","9113","2332","490","111171","23404","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"274","Sunday 22nd November 2020 19:21","https://sullygnome.com/channel/melina/stream/40632350446","233","1056422","4534","5518","1705","426","119004","29751","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"275","Saturday 21st November 2020 21:34","https://sullygnome.com/channel/melina/stream/40612811118","190","802940","4226","6774","1528","470","78786","24241","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"276","Friday 20th November 2020 20:20","https://sullygnome.com/channel/melina/stream/40588221950","264","1068672","4048","6243","1689","375","100588","22352","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"277","Friday 20th November 2020 19:15","https://sullygnome.com/channel/melina/stream/40587328606","15","20100","1340","2557","97","194","0","0","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"278","Thursday 19th November 2020 21:11","https://sullygnome.com/channel/melina/stream/40571134446","228","536712","2354","4918","766","191","66401","16600","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"279","Tuesday 17th November 2020 18:25","https://sullygnome.com/channel/melina/stream/40532144030","229","714709","3121","3747","754","188","80939","20234","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"280","Monday 16th November 2020 20:09","https://sullygnome.com/channel/melina/stream/40516078398","155","851880","5496","7125","1566","569","72927","26518","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"281","Saturday 14th November 2020 20:32","https://sullygnome.com/channel/melina/stream/40486464750","237","649854","2742","4242","922","230","84487","21121","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"282","Saturday 14th November 2020 18:30","https://sullygnome.com/channel/melina/stream/40485038574","104","249808","2402","2759","278","158","34234","19562","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"283","Saturday 14th November 2020 00:39","https://sullygnome.com/channel/melina/stream/40472937310","125","143750","1150","1394","229","101","22876","10167","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"284","Friday 13th November 2020 18:32","https://sullygnome.com/channel/melina/stream/40468120206","237","1171254","4942","6310","1700","425","105738","26434","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"285","Thursday 12th November 2020 23:52","https://sullygnome.com/channel/melina/stream/40456285502","142","309134","2177","2445","449","199","34933","15525","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"286","Tuesday 10th November 2020 19:00","https://sullygnome.com/channel/melina/stream/39942280684","90","284220","3158","5330","762","435","48524","27728","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"287","Tuesday 10th November 2020 14:30","https://sullygnome.com/channel/melina/stream/39938619116","165","1080915","6551","8294","4190","1396","109548","36516","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"288","Tuesday 10th November 2020 12:30","https://sullygnome.com/channel/melina/stream/39937544412","30","97860","3262","3726","245","326","13256","17674","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"289","Monday 9th November 2020 18:44","https://sullygnome.com/channel/melina/stream/39932056572","120","834600","6955","8511","2287","1143","64374","32187","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"290","Sunday 8th November 2020 21:00","https://sullygnome.com/channel/melina/stream/39924469340","105","585795","5579","6927","2304","1152","52680","26340","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"291","Sunday 8th November 2020 15:06","https://sullygnome.com/channel/melina/stream/39919355004","233","1001434","4298","8616","2289","572","110815","27703","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"292","Sunday 8th November 2020 12:56","https://sullygnome.com/channel/melina/stream/39917536236","108","645516","5977","7917","2278","1139","55090","27545","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"293","Saturday 7th November 2020 16:34","https://sullygnome.com/channel/melina/stream/39907730268","175","1284850","7342","10773","5599","1866","97136","32378","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"294","Friday 6th November 2020 17:07","https://sullygnome.com/channel/melina/stream/39895401004","52","254592","4896","7014","946","946","14522","14522","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"295","Friday 6th November 2020 12:22","https://sullygnome.com/channel/melina/stream/39892137372","217","767963","3539","4731","1853","463","88083","22020","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"296","Thursday 5th November 2020 19:44","https://sullygnome.com/channel/melina/stream/39887721116","180","532080","2956","3181","1133","377","46780","15593","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"297","Thursday 5th November 2020 12:56","https://sullygnome.com/channel/melina/stream/39882757692","333","2512152","7544","9621","7354","1278","176005","30609","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"298","Wednesday 4th November 2020 17:30","https://sullygnome.com/channel/melina/stream/39876061564","45","295245","6561","9374","575","575","49370","49370","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"299","Wednesday 4th November 2020 13:25","https://sullygnome.com/channel/melina/stream/39873616764","214","2096130","9795","13286","5032","1341","153852","41027","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"300","Tuesday 3rd November 2020 20:35","https://sullygnome.com/channel/melina/stream/39869757468","144","386352","2683","4190","974","389","37653","15061","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"